file,split,label,modify_video,modify_audio,n_fakes,duration,video_frames,audio_channels,audio_frames,original,fake_periods
test/000037.mp4,test,1,1,1,1,5.184,126,1,80896,test/000036.mp4,"[[0.3, 0.994]]"
test/000039.mp4,test,1,0,1,1,5.184,126,1,80896,test/000036.mp4,"[[0.3, 0.964]]"
test/000036.mp4,test,0,0,0,0,4.864,120,1,75776,,[]
test/000040.mp4,test,0,0,0,0,4.032,99,1,62464,,[]
test/000035.mp4,test,1,0,1,1,6.528,159,1,102400,test/000032.mp4,"[[4.2, 5.36]]"
test/000030.mp4,test,1,1,0,1,7.424,182,1,116736,test/000028.mp4,"[[6.0, 6.6]]"
test/000032.mp4,test,0,0,0,0,5.44,133,1,84992,,[]
test/000034.mp4,test,1,1,0,1,5.568,135,1,87040,test/000032.mp4,"[[4.2, 4.4]]"
test/000033.mp4,test,1,1,1,1,6.4,156,1,100352,test/000032.mp4,"[[4.2, 5.254]]"
test/000029.mp4,test,1,1,1,1,8.128,199,1,128000,test/000028.mp4,"[[6.0, 7.294]]"
test/000026.mp4,test,1,1,0,1,9.408,232,1,148480,test/000024.mp4,"[[7.0, 7.2]]"
test/000028.mp4,test,0,0,0,0,7.296,180,1,114688,,[]
test/000025.mp4,test,1,1,1,1,9.856,243,1,155648,test/000024.mp4,"[[7.0, 7.664]]"
test/000042.mp4,test,1,1,0,1,4.16,101,1,64512,test/000040.mp4,"[[0.4, 0.88]]"
test/000031.mp4,test,1,0,1,1,8.128,199,1,128000,test/000028.mp4,"[[6.0, 7.294]]"
test/000024.mp4,test,0,0,0,0,9.28,230,1,146432,,[]
test/000023.mp4,test,1,0,1,1,8.512,208,1,134144,test/000020.mp4,"[[4.7, 5.604]]"
test/000022.mp4,test,1,1,0,1,7.872,193,1,123904,test/000020.mp4,"[[4.7, 4.98]]"
test/000027.mp4,test,1,0,1,1,9.92,244,1,156672,test/000024.mp4,"[[7.0, 7.68]]"
test/000043.mp4,test,1,0,1,1,4.224,103,1,65536,test/000040.mp4,"[[0.4, 1.024]]"
test/000062.mp4,test,1,1,1,1,5.76,141,1,90112,test/000061.mp4,"[[0.8, 1.644]]"
test/000061.mp4,test,0,0,0,0,4.992,123,1,77824,,[]
test/000064.mp4,test,1,0,1,1,5.824,143,1,91136,test/000061.mp4,"[[0.8, 1.72]]"
test/000059.mp4,test,1,1,0,1,5.76,140,1,90112,test/000057.mp4,"[[4.9, 5.38]]"
test/000057.mp4,test,0,0,0,0,5.632,138,1,88064,,[]
test/000058.mp4,test,1,1,1,1,5.952,144,1,93184,test/000057.mp4,"[[4.9, 5.594]]"
test/000044.mp4,test,0,0,0,0,7.616,188,1,119808,,[]
test/000055.mp4,test,1,0,1,1,8.384,207,1,132096,test/000052.mp4,"[[1.9, 2.964]]"
test/000052.mp4,test,0,0,0,0,8.0,198,1,125952,,[]
test/000056.mp4,test,0,0,0,0,8.896,220,1,140288,,[]
test/000047.mp4,test,1,0,1,1,8.0,196,1,125952,test/000044.mp4,"[[0.6, 1.264]]"
test/000060.mp4,test,1,0,1,1,5.952,144,1,93184,test/000057.mp4,"[[4.9, 5.564]]"
test/000063.mp4,test,1,1,0,1,5.12,125,1,79872,test/000061.mp4,"[[0.8, 1.0]]"
test/000045.mp4,test,1,1,1,1,8.0,196,1,125952,test/000044.mp4,"[[0.6, 1.264]]"
test/000065.mp4,test,0,0,0,0,5.056,124,1,78848,,[]
test/000053.mp4,test,1,1,1,1,8.448,208,1,133120,test/000052.mp4,"[[1.9, 3.014]]"
test/000046.mp4,test,1,1,0,1,7.68,189,1,120832,test/000044.mp4,"[[0.6, 0.964]]"
test/000048.mp4,test,0,0,0,0,8.32,206,1,131072,,[]
test/000054.mp4,test,1,1,0,1,8.128,200,1,128000,test/000052.mp4,"[[1.9, 2.664]]"
test/000051.mp4,test,1,0,1,1,8.576,212,1,135168,test/000048.mp4,"[[2.9, 3.284]]"
test/000067.mp4,test,1,1,0,1,5.184,126,1,80896,test/000065.mp4,"[[2.8, 3.2]]"
test/000049.mp4,test,1,1,1,1,8.96,222,1,141312,test/000048.mp4,"[[2.9, 3.654]]"
test/000050.mp4,test,1,1,0,1,8.448,209,1,133120,test/000048.mp4,"[[2.9, 3.1]]"
test/000079.mp4,test,1,1,0,1,5.12,125,1,79872,test/000077.mp4,"[[0.9, 1.18]]"
test/000077.mp4,test,0,0,0,0,4.992,123,1,77824,,[]
test/000080.mp4,test,1,0,1,1,5.824,142,1,91136,test/000077.mp4,"[[0.9, 1.884]]"
test/000070.mp4,test,1,1,1,2,12.992,320,1,205824,test/000069.mp4,"[[11.3, 12.174], [10.2, 10.864]]"
test/000069.mp4,test,0,0,0,0,11.84,293,1,187392,,[]
test/000073.mp4,test,1,1,1,1,12.352,304,1,195584,test/000069.mp4,"[[11.3, 11.994]]"
test/000086.mp4,test,1,1,0,1,11.008,272,1,174080,test/000081.mp4,"[[8.9, 9.18]]"
test/000085.mp4,test,1,1,1,1,11.264,278,1,178176,test/000081.mp4,"[[8.9, 9.414]]"
test/000082.mp4,test,1,1,1,2,12.096,300,1,191488,test/000081.mp4,"[[8.9, 9.564], [9.764, 10.608]]"
test/000071.mp4,test,1,1,0,2,12.032,297,1,190464,test/000069.mp4,"[[11.3, 11.58], [10.2, 10.48]]"
test/000074.mp4,test,1,1,0,1,11.968,295,1,189440,test/000069.mp4,"[[11.3, 11.58]]"
test/000075.mp4,test,1,0,1,1,12.352,304,1,195584,test/000069.mp4,"[[11.3, 11.994]]"
test/000072.mp4,test,1,0,1,2,12.928,318,1,204800,test/000069.mp4,"[[11.3, 12.164], [10.2, 10.824]]"
test/000068.mp4,test,1,0,1,1,5.696,138,1,89088,test/000065.mp4,"[[2.8, 3.704]]"
test/000066.mp4,test,1,1,1,1,5.696,138,1,89088,test/000065.mp4,"[[2.8, 3.704]]"
test/000087.mp4,test,1,0,1,1,11.2,276,1,177152,test/000081.mp4,"[[8.9, 9.364]]"
test/000084.mp4,test,1,0,1,2,11.584,287,1,183296,test/000081.mp4,"[[8.9, 9.524], [9.724, 10.148]]"
test/000081.mp4,test,0,0,0,0,10.88,270,1,172032,,[]
test/000078.mp4,test,1,1,1,1,5.824,142,1,91136,test/000077.mp4,"[[0.9, 1.924]]"
test/000088.mp4,test,0,0,0,0,5.952,147,1,93184,,[]
test/000083.mp4,test,1,1,0,2,11.136,275,1,176128,test/000081.mp4,"[[8.9, 9.18], [9.38, 9.58]]"
test/000101.mp4,test,0,0,0,0,5.056,124,1,78848,,[]
test/000076.mp4,test,0,0,0,0,6.528,161,1,102400,,[]
test/000104.mp4,test,1,1,0,1,4.16,101,1,64512,test/000102.mp4,"[[1.8, 2.364]]"
test/000100.mp4,test,1,0,1,1,5.632,136,1,88064,test/000097.mp4,"[[1.5, 2.364]]"
test/000102.mp4,test,0,0,0,0,4.096,100,1,63488,,[]
test/000103.mp4,test,1,1,1,1,4.608,111,1,71680,test/000102.mp4,"[[1.8, 2.794]]"
test/000108.mp4,test,1,1,0,1,5.824,142,1,91136,test/000106.mp4,"[[3.6, 4.08]]"
test/000090.mp4,test,1,1,0,1,6.08,149,1,95232,test/000088.mp4,"[[2.7, 2.98]]"
test/000105.mp4,test,1,0,1,1,4.608,111,1,71680,test/000102.mp4,"[[1.8, 2.784]]"
test/000107.mp4,test,1,1,1,1,6.016,148,1,94208,test/000106.mp4,"[[3.6, 4.354]]"
test/000106.mp4,test,0,0,0,0,5.696,140,1,89088,,[]
test/000112.mp4,test,0,0,0,0,5.76,142,1,90112,,[]
test/000114.mp4,test,1,1,0,1,5.824,143,1,91136,test/000112.mp4,"[[2.3, 2.864]]"
test/000109.mp4,test,1,0,1,1,6.016,148,1,94208,test/000106.mp4,"[[3.6, 4.344]]"
test/000089.mp4,test,1,1,1,1,6.72,164,1,105472,test/000088.mp4,"[[2.7, 3.604]]"
test/000116.mp4,test,0,0,0,0,8.32,205,1,131072,,[]
test/000113.mp4,test,1,1,1,1,5.888,144,1,92160,test/000112.mp4,"[[2.3, 2.934]]"
test/000091.mp4,test,1,0,1,1,6.72,164,1,105472,test/000088.mp4,"[[2.7, 3.604]]"
test/000111.mp4,test,0,0,0,0,6.016,148,1,94208,,[]
test/000115.mp4,test,1,0,1,1,5.888,144,1,92160,test/000112.mp4,"[[2.3, 2.924]]"
test/000118.mp4,test,1,1,0,1,8.448,207,1,133120,test/000116.mp4,"[[3.4, 3.6]]"
test/000120.mp4,test,0,0,0,0,4.16,101,1,64512,,[]
test/000110.mp4,test,0,0,0,0,9.92,245,1,156672,,[]
test/000121.mp4,test,0,0,0,0,4.864,119,1,75776,,[]
test/000122.mp4,test,0,0,0,0,5.504,135,1,86016,,[]
test/000126.mp4,test,0,0,0,0,7.616,188,1,119808,,[]
test/000124.mp4,test,1,1,0,1,5.632,137,1,88064,test/000122.mp4,"[[4.8, 5.0]]"
test/000127.mp4,test,1,1,1,1,7.744,191,1,121856,test/000126.mp4,"[[0.9, 1.654]]"
test/000125.mp4,test,1,0,1,1,6.208,151,1,97280,test/000122.mp4,"[[4.8, 5.56]]"
test/000117.mp4,test,1,1,1,1,9.6,236,1,151552,test/000116.mp4,"[[3.4, 4.754]]"
test/000119.mp4,test,1,0,1,1,9.792,240,1,154624,test/000116.mp4,"[[3.4, 4.92]]"
test/000131.mp4,test,1,1,1,1,6.464,157,1,101376,test/000130.mp4,"[[0.8, 1.824]]"
test/000138.mp4,test,0,0,0,0,4.352,106,1,67584,,[]
test/000136.mp4,test,1,1,0,1,8.448,209,1,133120,test/000134.mp4,"[[6.1, 6.664]]"
test/000132.mp4,test,1,1,0,1,6.08,148,1,95232,test/000130.mp4,"[[0.8, 1.4]]"
test/000130.mp4,test,0,0,0,0,5.952,146,1,93184,,[]
test/000123.mp4,test,1,1,1,1,6.144,150,1,96256,test/000122.mp4,"[[4.8, 5.524]]"
test/000097.mp4,test,0,0,0,0,5.12,125,1,79872,,[]
test/000094.mp4,test,1,1,0,1,4.16,101,1,64512,test/000092.mp4,"[[0.9, 1.564]]"
test/000092.mp4,test,0,0,0,0,4.096,100,1,63488,,[]
test/000093.mp4,test,1,1,1,1,4.16,101,1,64512,test/000092.mp4,"[[0.9, 1.594]]"
test/000099.mp4,test,1,1,0,1,5.248,127,1,81920,test/000097.mp4,"[[1.5, 1.98]]"
test/000096.mp4,test,0,0,0,0,4.608,113,1,71680,,[]
test/000129.mp4,test,1,0,1,1,7.744,191,1,121856,test/000126.mp4,"[[0.9, 1.644]]"
test/000128.mp4,test,1,1,0,1,7.68,189,1,120832,test/000126.mp4,"[[0.9, 1.564]]"
test/000098.mp4,test,1,1,1,1,5.696,137,1,89088,test/000097.mp4,"[[1.5, 2.404]]"
test/000135.mp4,test,1,1,1,1,8.448,209,1,133120,test/000134.mp4,"[[6.1, 6.674]]"
test/000095.mp4,test,1,0,1,1,4.16,101,1,64512,test/000092.mp4,"[[0.9, 1.594]]"
test/000133.mp4,test,1,0,1,1,6.464,158,1,101376,test/000130.mp4,"[[0.8, 1.824]]"
test/000134.mp4,test,0,0,0,0,8.384,208,1,132096,,[]
test/000137.mp4,test,1,0,1,1,8.448,209,1,133120,test/000134.mp4,"[[6.1, 6.644]]"
test/000139.mp4,test,0,0,0,0,5.888,145,1,92160,,[]
test/000147.mp4,test,0,0,0,0,4.352,106,1,67584,,[]
test/000141.mp4,test,1,1,0,1,6.016,147,1,94208,test/000139.mp4,"[[5.2, 5.6]]"
test/000148.mp4,test,1,1,1,1,5.056,122,1,78848,test/000147.mp4,"[[3.5, 4.374]]"
test/000149.mp4,test,1,1,0,1,4.48,108,1,69632,test/000147.mp4,"[[3.5, 3.78]]"
test/000142.mp4,test,1,0,1,1,6.272,153,1,98304,test/000139.mp4,"[[5.2, 5.894]]"
test/000143.mp4,test,0,0,0,0,7.232,178,1,113664,,[]
test/000145.mp4,test,1,1,0,1,7.36,180,1,115712,test/000143.mp4,"[[5.8, 6.4]]"
test/000150.mp4,test,1,0,1,1,5.056,122,1,78848,test/000147.mp4,"[[3.5, 4.364]]"
test/000154.mp4,test,1,0,1,1,7.296,180,1,114688,test/000151.mp4,"[[3.2, 3.944]]"
test/000152.mp4,test,1,1,1,1,7.296,180,1,114688,test/000151.mp4,"[[3.2, 3.954]]"
test/000146.mp4,test,1,0,1,1,8.064,197,1,126976,test/000143.mp4,"[[5.8, 7.094]]"
test/000151.mp4,test,0,0,0,0,6.976,172,1,109568,,[]
test/000144.mp4,test,1,1,1,1,8.064,197,1,126976,test/000143.mp4,"[[5.8, 7.094]]"
test/000158.mp4,test,1,1,0,1,8.192,203,1,129024,test/000156.mp4,"[[6.3, 6.5]]"
test/000153.mp4,test,1,1,0,1,7.104,174,1,111616,test/000151.mp4,"[[3.2, 3.68]]"
test/000160.mp4,test,0,0,0,0,7.616,188,1,119808,,[]
test/000161.mp4,test,1,1,1,1,7.808,191,1,122880,test/000160.mp4,"[[0.5, 1.074]]"
test/000162.mp4,test,1,1,0,1,7.744,189,1,121856,test/000160.mp4,"[[0.5, 0.964]]"
test/000155.mp4,test,0,0,0,0,10.176,252,1,160768,,[]
test/000163.mp4,test,1,0,1,1,7.808,191,1,122880,test/000160.mp4,"[[0.5, 1.044]]"
test/000164.mp4,test,0,0,0,0,11.392,282,1,180224,,[]
test/000167.mp4,test,1,0,1,2,12.096,298,1,191488,test/000164.mp4,"[[1.9, 2.484], [0.8, 1.434]]"
test/000179.mp4,test,1,1,1,1,7.168,176,1,112640,test/000178.mp4,"[[0.8, 1.764]]"
test/000166.mp4,test,1,1,0,2,11.584,285,1,183296,test/000164.mp4,"[[1.9, 2.18], [0.8, 1.164]]"
test/000178.mp4,test,0,0,0,0,6.272,155,1,98304,,[]
test/000170.mp4,test,1,0,1,1,11.84,291,1,187392,test/000164.mp4,"[[1.9, 2.484]]"
test/000175.mp4,test,1,1,1,1,14.72,366,1,233472,test/000171.mp4,"[[12.0, 12.694]]"
test/000174.mp4,test,1,0,1,2,15.04,374,1,238592,test/000171.mp4,"[[12.0, 12.744], [10.9, 11.284]]"
test/000181.mp4,test,1,0,1,1,7.232,178,1,113664,test/000178.mp4,"[[0.8, 1.84]]"
test/000171.mp4,test,0,0,0,0,14.272,355,1,226304,,[]
test/000177.mp4,test,1,0,1,1,14.72,366,1,233472,test/000171.mp4,"[[12.0, 12.694]]"
test/000183.mp4,test,1,1,1,1,9.024,221,1,142336,test/000182.mp4,"[[4.6, 5.834]]"
test/000182.mp4,test,0,0,0,0,7.872,194,1,123904,,[]
test/000184.mp4,test,1,1,0,1,8.0,196,1,125952,test/000182.mp4,"[[4.6, 4.8]]"
test/000185.mp4,test,1,0,1,1,9.152,225,1,144384,test/000182.mp4,"[[4.6, 5.96]]"
test/000186.mp4,test,0,0,0,0,8.896,220,1,140288,,[]
test/000187.mp4,test,0,0,0,0,12.8,318,1,202752,,[]
test/000188.mp4,test,1,1,1,2,13.952,345,1,221184,test/000187.mp4,"[[8.3, 8.934], [10.334, 11.088]]"
test/000189.mp4,test,1,1,0,2,13.056,323,1,206848,test/000187.mp4,"[[8.3, 8.5], [9.9, 10.1]]"
test/000190.mp4,test,1,0,1,2,13.76,341,1,218112,test/000187.mp4,"[[8.3, 8.644], [10.044, 10.844]]"
test/000194.mp4,test,0,0,0,0,5.504,136,1,86016,,[]
test/000191.mp4,test,1,1,1,1,13.376,332,1,211968,test/000187.mp4,"[[8.3, 8.964]]"
test/000193.mp4,test,1,0,1,1,13.056,324,1,206848,test/000187.mp4,"[[8.3, 8.644]]"
test/000196.mp4,test,1,1,1,1,12.992,322,1,205824,test/000195.mp4,"[[0.6, 2.164]]"
test/000198.mp4,test,1,0,1,1,12.928,321,1,204800,test/000195.mp4,"[[0.6, 2.104]]"
test/000140.mp4,test,1,1,1,1,6.272,153,1,98304,test/000139.mp4,"[[5.2, 5.894]]"
test/000156.mp4,test,0,0,0,0,8.064,200,1,126976,,[]
test/000205.mp4,test,1,1,0,1,4.288,104,1,66560,test/000203.mp4,"[[2.6, 3.08]]"
test/000159.mp4,test,1,0,1,1,8.32,206,1,131072,test/000156.mp4,"[[6.3, 6.684]]"
test/000157.mp4,test,1,1,1,1,8.704,216,1,137216,test/000156.mp4,"[[6.3, 7.024]]"
test/000208.mp4,test,0,0,0,0,4.864,119,1,75776,,[]
test/000169.mp4,test,1,1,0,1,11.52,284,1,182272,test/000164.mp4,"[[1.9, 2.18]]"
test/000206.mp4,test,1,0,1,1,4.736,116,1,73728,test/000203.mp4,"[[2.6, 3.624]]"
test/000207.mp4,test,0,0,0,0,5.824,144,1,91136,,[]
test/000209.mp4,test,1,1,1,1,3.52,85,1,54272,test/000208.mp4,"[[0.4, 1.094]]"
test/000168.mp4,test,1,1,1,1,11.84,291,1,187392,test/000164.mp4,"[[1.9, 2.534]]"
test/000211.mp4,test,1,0,1,1,3.584,87,1,55296,test/000208.mp4,"[[0.4, 1.12]]"
test/000212.mp4,test,0,0,0,0,6.336,156,1,99328,,[]
test/000180.mp4,test,1,1,0,1,6.4,157,1,100352,test/000178.mp4,"[[0.8, 1.0]]"
test/000172.mp4,test,1,1,1,2,15.488,385,1,245760,test/000171.mp4,"[[12.0, 12.784], [10.9, 11.624]]"
test/000165.mp4,test,1,1,1,2,12.096,298,1,191488,test/000164.mp4,"[[1.9, 2.534], [0.8, 1.434]]"
test/000173.mp4,test,1,1,0,2,14.528,360,1,230400,test/000171.mp4,"[[12.0, 12.28], [10.9, 11.1]]"
test/000216.mp4,test,0,0,0,0,4.544,112,1,70656,,[]
test/000213.mp4,test,1,1,1,1,7.04,173,1,110592,test/000212.mp4,"[[1.2, 2.104]]"
test/000214.mp4,test,1,1,0,1,6.464,158,1,101376,test/000212.mp4,"[[1.2, 1.48]]"
test/000215.mp4,test,1,0,1,1,7.04,173,1,110592,test/000212.mp4,"[[1.2, 2.104]]"
test/000176.mp4,test,1,1,0,1,14.4,357,1,228352,test/000171.mp4,"[[12.0, 12.28]]"
test/000218.mp4,test,1,1,0,1,4.672,115,1,72704,test/000216.mp4,"[[2.9, 3.3]]"
test/000217.mp4,test,1,1,1,1,5.248,129,1,81920,test/000216.mp4,"[[2.9, 3.864]]"
test/000219.mp4,test,1,0,1,1,5.12,126,1,79872,test/000216.mp4,"[[2.9, 3.764]]"
test/000220.mp4,test,0,0,0,0,4.544,112,1,70656,,[]
test/000223.mp4,test,1,0,1,1,4.8,118,1,74752,test/000220.mp4,"[[0.3, 0.684]]"
test/000224.mp4,test,0,0,0,0,6.784,168,1,106496,,[]
test/000222.mp4,test,1,1,0,1,4.672,115,1,72704,test/000220.mp4,"[[0.3, 0.5]]"
test/000221.mp4,test,1,1,1,1,5.184,128,1,80896,test/000220.mp4,"[[0.3, 1.024]]"
test/000227.mp4,test,1,0,1,1,7.808,193,1,122880,test/000224.mp4,"[[1.6, 2.924]]"
test/000225.mp4,test,1,1,1,1,7.808,192,1,122880,test/000224.mp4,"[[1.6, 2.924]]"
test/000226.mp4,test,1,1,0,1,6.912,170,1,108544,test/000224.mp4,"[[1.6, 2.0]]"
test/000230.mp4,test,1,1,0,1,7.68,189,1,120832,test/000228.mp4,"[[3.3, 3.58]]"
test/000234.mp4,test,1,1,0,1,4.8,118,1,74752,test/000232.mp4,"[[1.5, 1.7]]"
test/000228.mp4,test,0,0,0,0,7.552,187,1,118784,,[]
test/000236.mp4,test,0,0,0,0,4.352,107,1,67584,,[]
test/000232.mp4,test,0,0,0,0,4.672,115,1,72704,,[]
test/000229.mp4,test,1,1,1,1,8.576,211,1,135168,test/000228.mp4,"[[3.3, 4.504]]"
test/000235.mp4,test,1,0,1,1,4.928,121,1,76800,test/000232.mp4,"[[1.5, 1.884]]"
test/000231.mp4,test,1,0,1,1,8.576,211,1,135168,test/000228.mp4,"[[3.3, 4.484]]"
test/000242.mp4,test,1,1,1,1,5.184,125,1,80896,test/000241.mp4,"[[0.6, 1.384]]"
test/000245.mp4,test,0,0,0,0,5.504,136,1,86016,,[]
test/000239.mp4,test,1,1,0,1,6.912,170,1,108544,test/000237.mp4,"[[3.7, 3.9]]"
test/000237.mp4,test,0,0,0,0,6.784,167,1,106496,,[]
test/000238.mp4,test,1,1,1,1,7.36,181,1,115712,test/000237.mp4,"[[3.7, 4.394]]"
test/000192.mp4,test,1,1,0,1,12.928,321,1,204800,test/000187.mp4,"[[8.3, 8.5]]"
test/000240.mp4,test,1,0,1,1,7.04,173,1,110592,test/000237.mp4,"[[3.7, 4.044]]"
test/000248.mp4,test,1,1,0,1,4.224,102,1,65536,test/000246.mp4,"[[2.3, 2.864]]"
test/000195.mp4,test,0,0,0,0,12.032,299,1,190464,,[]
test/000249.mp4,test,1,0,1,1,4.352,105,1,67584,test/000246.mp4,"[[2.3, 3.004]]"
test/000252.mp4,test,1,1,0,1,4.224,102,1,65536,test/000250.mp4,"[[1.5, 1.78]]"
test/000246.mp4,test,0,0,0,0,4.16,101,1,64512,,[]
test/000251.mp4,test,1,1,1,1,4.992,121,1,77824,test/000250.mp4,"[[1.5, 2.584]]"
test/000203.mp4,test,0,0,0,0,4.16,102,1,64512,,[]
test/000247.mp4,test,1,1,1,1,4.416,107,1,68608,test/000246.mp4,"[[2.3, 3.024]]"
test/000253.mp4,test,1,0,1,1,4.992,121,1,77824,test/000250.mp4,"[[1.5, 2.564]]"
test/000201.mp4,test,1,1,0,1,9.088,224,1,143360,test/000199.mp4,"[[5.5, 5.7]]"
test/000199.mp4,test,0,0,0,0,8.96,221,1,141312,,[]
test/000197.mp4,test,1,1,0,1,12.16,301,1,192512,test/000195.mp4,"[[0.6, 1.28]]"
test/000255.mp4,test,1,1,1,1,5.504,133,1,86016,test/000254.mp4,"[[2.1, 2.794]]"
test/000202.mp4,test,1,0,1,1,9.408,232,1,148480,test/000199.mp4,"[[5.5, 6.044]]"
test/000204.mp4,test,1,1,1,1,4.736,116,1,73728,test/000203.mp4,"[[2.6, 3.624]]"
test/000257.mp4,test,1,0,1,1,5.504,133,1,86016,test/000254.mp4,"[[2.1, 2.794]]"
test/000258.mp4,test,0,0,0,0,8.96,221,1,141312,,[]
test/000200.mp4,test,1,1,1,1,10.048,248,1,158720,test/000199.mp4,"[[5.5, 6.674]]"
test/000260.mp4,test,1,1,0,1,9.088,223,1,143360,test/000258.mp4,"[[4.4, 5.0]]"
test/000263.mp4,test,1,1,1,2,11.264,279,1,178176,test/000262.mp4,"[[4.2, 5.044], [9.444, 10.168]]"
test/000269.mp4,test,0,0,0,0,5.952,147,1,93184,,[]
test/000264.mp4,test,1,1,0,2,10.304,255,1,162816,test/000262.mp4,"[[4.2, 4.48], [8.88, 9.16]]"
test/000268.mp4,test,1,0,1,1,10.816,268,1,171008,test/000262.mp4,"[[4.2, 5.144]]"
test/000267.mp4,test,1,1,0,1,10.24,253,1,161792,test/000262.mp4,"[[4.2, 4.48]]"
test/000265.mp4,test,1,0,1,2,11.136,276,1,176128,test/000262.mp4,"[[4.2, 5.024], [9.424, 10.128]]"
test/000266.mp4,test,1,1,1,1,10.88,270,1,172032,test/000262.mp4,"[[4.2, 5.164]]"
test/000274.mp4,test,1,1,1,1,11.072,274,1,175104,test/000270.mp4,"[[5.2, 6.194]]"
test/000271.mp4,test,1,1,1,2,11.456,283,1,181248,test/000270.mp4,"[[5.2, 6.044], [3.6, 4.324]]"
test/000272.mp4,test,1,1,0,2,10.496,259,1,165888,test/000270.mp4,"[[5.2, 5.48], [3.6, 3.88]]"
test/000273.mp4,test,1,0,1,2,11.328,280,1,179200,test/000270.mp4,"[[5.2, 6.024], [3.6, 4.304]]"
test/000279.mp4,test,0,0,0,0,5.056,124,1,78848,,[]
test/000277.mp4,test,0,0,0,0,7.36,182,1,115712,,[]
test/000278.mp4,test,0,0,0,0,5.312,130,1,82944,,[]
test/000275.mp4,test,1,1,0,1,10.432,257,1,164864,test/000270.mp4,"[[5.2, 5.48]]"
test/000276.mp4,test,1,0,1,1,11.072,274,1,175104,test/000270.mp4,"[[5.2, 6.184]]"
test/000282.mp4,test,1,1,0,1,7.744,190,1,121856,test/000280.mp4,"[[6.3, 6.58]]"
test/000281.mp4,test,1,1,1,1,8.384,205,1,132096,test/000280.mp4,"[[6.3, 7.204]]"
test/000283.mp4,test,1,0,1,1,8.384,205,1,132096,test/000280.mp4,"[[6.3, 7.204]]"
test/000284.mp4,test,0,0,0,0,8.32,205,1,131072,,[]
test/000285.mp4,test,1,1,1,1,8.704,213,1,137216,test/000284.mp4,"[[1.1, 1.824]]"
test/000289.mp4,test,1,1,1,1,5.056,123,1,78848,test/000288.mp4,"[[0.8, 1.704]]"
test/000286.mp4,test,1,1,0,1,8.448,207,1,133120,test/000284.mp4,"[[1.1, 1.58]]"
test/000288.mp4,test,0,0,0,0,4.352,106,1,67584,,[]
test/000290.mp4,test,1,1,0,1,4.48,108,1,69632,test/000288.mp4,"[[0.8, 1.08]]"
test/000287.mp4,test,1,0,1,1,8.64,211,1,136192,test/000284.mp4,"[[1.1, 1.804]]"
test/000291.mp4,test,1,0,1,1,5.056,123,1,78848,test/000288.mp4,"[[0.8, 1.704]]"
test/000293.mp4,test,0,0,0,0,4.416,108,1,68608,,[]
test/000295.mp4,test,1,1,0,1,4.544,110,1,70656,test/000293.mp4,"[[1.6, 1.88]]"
test/000233.mp4,test,1,1,1,1,5.312,131,1,82944,test/000232.mp4,"[[1.5, 2.254]]"
test/000241.mp4,test,0,0,0,0,4.672,114,1,72704,,[]
